ProviderNa,Organizati,Organiza_1,Monitoring,Monitori_1,Monitori_2,ResolvedMo,HUCEightDi,siteUrl,activityCo,resultCoun,StateName,CountyName,lat,lon,Country,Type,NameEn,AreaSqKm
STORET,KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0004,UPPER KLAMATH LAKE AT WOCUS BAY,Lake,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/KLAMATHTRIBES_WQX/KLAMATHTRIBES_WQX-KL0004/,250,250,Oregon,Klamath County,42.3268901,-121.9199235,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0005,UPPER KLAMATH LAKE AT MID-LAKE,Lake,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/KLAMATHTRIBES_WQX/KLAMATHTRIBES_WQX-KL0005/,250,250,Oregon,Klamath County,42.3690833,-121.8486956,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0006,UPPER KLAMATH LAKE AT EAGLE RIDGE,Lake,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/KLAMATHTRIBES_WQX/KLAMATHTRIBES_WQX-KL0006/,250,250,Oregon,Klamath County,42.422083,-121.9432796,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0007,UPPER KLAMATH LAKE AT SHOAL WATER BAY,Lake,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/KLAMATHTRIBES_WQX/KLAMATHTRIBES_WQX-KL0007/,250,250,Oregon,Klamath County,42.40725,-121.9630846,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0008,UPPER KLAMATH LAKE AT MID-LAKE NORTH,Lake,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/KLAMATHTRIBES_WQX/KLAMATHTRIBES_WQX-KL0008/,249,249,Oregon,Klamath County,42.4413609,-121.9988346,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-OH-16,Lake Michigan near South Shore Park,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-OH-16/,248,248,Wisconsin,Milwaukee County,42.9938327,-87.8750002,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503411,Main Section - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503411/,248,248,Vermont,Chittenden County,44.4664,-73.2772,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0009,UPPER KLAMATH LAKE AT COON POINT,Lake,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/KLAMATHTRIBES_WQX/KLAMATHTRIBES_WQX-KL0009/,248,248,Oregon,Klamath County,42.4357217,-122.0281956,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-SU12,SU12,Great Lake,"Lake, Reservoir, Impoundment",4020300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-SU12/,247,247,Michigan,Keweenaw County,47.8341015,-88.0428143,USA-CAN,Lake / Lago / Lac,Lake Superior,81837.10
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-OH-17,Lake Michigan near Bradford Beach,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-OH-17/,247,247,Wisconsin,Milwaukee County,43.0561666,-87.8708331,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-HU09,HU09,Great Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-HU09/,247,247,Michigan,Sanilac County,43.6306398,-82.2135197,USA-CAN,Lake / Lago / Lac,Lake Huron,42496.70
STORET,USACOEND,"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20004,3WOL20004,Reservoir,"Lake, Reservoir, Impoundment",5130103,https://www.waterqualitydata.us/provider/STORET/USACOEND/USACOEND-3WOL20004/,245,251,Kentucky,Wayne County,36.93722,-84.90278,USA,Lake / Lago / Lac,Lake Cumberland,132.78
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-SU10,SU10,Great Lake,"Lake, Reservoir, Impoundment",4120200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-SU10/,245,245,Michigan,Keweenaw County,47.51402,-87.5457514,USA-CAN,Lake / Lago / Lac,Lake Superior,81837.10
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-SU13,SU13,Great Lake,"Lake, Reservoir, Impoundment",4020300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-SU13/,244,244,Michigan,Keweenaw County,48.239026,-88.5444124,USA-CAN,Lake / Lago / Lac,Lake Superior,81837.10
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-SU14,SU14,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-SU14/,244,244,Michigan,Keweenaw County,47.7411876,-88.7371458,USA-CAN,Lake / Lago / Lac,Lake Superior,81837.10
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-SU18,SU18,Great Lake,"Lake, Reservoir, Impoundment",4020300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-SU18/,244,244,Minnesota,Cook County,47.513822,-90.1504912,USA-CAN,Lake / Lago / Lac,Lake Superior,81837.10
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-HU53,HU53,Great Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-HU53/,244,244,Michigan,Presque Isle County,45.4499313,-82.9152053,USA-CAN,Lake / Lago / Lac,Lake Huron,42496.70
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-SU19,SU19,Great Lake,"Lake, Reservoir, Impoundment",4020300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-SU19/,243,243,Minnesota,Cook County,47.3774959,-90.8369942,USA-CAN,Lake / Lago / Lac,Lake Superior,81837.10
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-HU61,HU61,Great Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-HU61/,243,243,Michigan,Presque Isle County,45.7498416,-83.9166383,USA-CAN,Lake / Lago / Lac,Lake Huron,42496.70
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-HU27,HU27,Great Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-HU27/,241,241,Michigan,Iosco County,44.1983715,-82.5034747,USA-CAN,Lake / Lago / Lac,Lake Huron,42496.70
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-SU05,SU05,Great Lake,"Lake, Reservoir, Impoundment",4120200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-SU05/,240,240,Michigan,Alger County,46.7746609,-86.5452318,USA-CAN,Lake / Lago / Lac,Lake Superior,81837.10
STORET,TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-16747,CEDAR CK RESERVOIR ASHBY LANE,Reservoir,"Lake, Reservoir, Impoundment",12030107,https://www.waterqualitydata.us/provider/STORET/TCEQMAIN/TCEQMAIN-16747/,239,239,Texas,Henderson County,32.2436,-96.1372,USA,Reservoir / Embalse / Reservoir,Cedar Creek Reservoir,127.66
STORET,TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-15170,RICHLAND-CHAMBERS RESERVOIR,Reservoir,"Lake, Reservoir, Impoundment",12030109,https://www.waterqualitydata.us/provider/STORET/TCEQMAIN/TCEQMAIN-15170/,238,238,Texas,Navarro County,32.0412,-96.2075,USA,Reservoir / Embalse / Reservoir,Richland Chambers Reservoir,169.14
STORET,USACOEND,"US Army Corps of Engineers, Nashville District",USACOEND-3WOL20005,3WOL20005,Reservoir,"Lake, Reservoir, Impoundment",5130103,https://www.waterqualitydata.us/provider/STORET/USACOEND/USACOEND-3WOL20005/,222,228,Kentucky,Pulaski County,36.98167,-84.68472,USA,Lake / Lago / Lac,Lake Cumberland,132.78
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-500670,Burlington Bay - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-500670/,201,201,Vermont,Chittenden County,44.4866,-73.2395,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-SS-10,Lake Michigan near South Shore WRF Outfall,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-SS-10/,191,191,Wisconsin,Milwaukee County,42.8831667,-87.8376674,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-SS-12,Lake Michigan near South Shore WRF Outfall,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-SS-12/,190,190,Wisconsin,Milwaukee County,42.8991667,-87.8376674,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-502715,Queneska Island,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-502715/,187,187,New York,Essex County,43.9538,-73.4059,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,IDEQ_WQX,Idaho Department Of Environmental Quality DEQ,IDEQ_WQX-CRS,Cascade Reservoir a Sugar Loaf Island,Lake,"Lake, Reservoir, Impoundment",17050123,https://www.waterqualitydata.us/provider/STORET/IDEQ_WQX/IDEQ_WQX-CRS/,186,186,Idaho,Valley County,44.522055,-116.054721,USA,Reservoir / Embalse / Reservoir,Cascade Reservoir,105.29
STORET,CA_BVR,"Big Valley Band of Pomo Indians of the Big Valley Rancheria, California (Tribal)",CA_BVR-BVCL6,Tule Boat Launch (The Point),Lake,"Lake, Reservoir, Impoundment",18020116,https://www.waterqualitydata.us/provider/STORET/CA_BVR/CA_BVR-BVCL6/,182,182,California,Lake County,39.0268428,-122.8869,USA,Lake / Lago / Lac,Clear Lake,159.10
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-MI47,MI47,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-MI47/,174,174,Wisconsin,Door County,45.178065,-86.3753453,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-MI32,MI32,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-MI32/,172,172,Wisconsin,Manitowoc County,44.1400538,-87.2335155,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-MI40,MI40,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-MI40/,171,171,Wisconsin,Door County,44.7599491,-86.966597,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-MI34,MI34,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-MI34/,169,169,Michigan,Mason County,44.0901632,-86.7666323,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-500421,Northeast Arm - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-500421/,169,169,Vermont,Chittenden County,44.63,-73.25,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-10434,LAKE TAWAKONI MID LAKE NR DAM,Reservoir,"Lake, Reservoir, Impoundment",12010001,https://www.waterqualitydata.us/provider/STORET/TCEQMAIN/TCEQMAIN-10434/,169,169,Texas,Rains County,32.8275,-95.9225,USA,Lake / Lago / Lac,Lake Tawakoni,146.79
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503530,Northeast Arm - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503530/,168,168,Vermont,Chittenden County,44.67,-73.23,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-MI19,MI19,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-MI19/,167,167,Michigan,Ottawa County,42.8192322,-86.6015795,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-MI11,MI11,Great Lake,"Lake, Reservoir, Impoundment",0,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-MI11/,165,165,Michigan,Van Buren County,42.3825942,-87.000407,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-MI23,MI23,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-MI23/,164,164,Michigan,Muskegon County,43.1335133,-86.9954094,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-MI17,MI17,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-MI17/,162,162,Wisconsin,Racine County,42.7333528,-87.4167401,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-ON60,ON60,Great Lake,"Lake, Reservoir, Impoundment",4150200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-ON60/,162,162,New York,Wayne County,43.5800132,-77.2025612,USA-CAN,Lake / Lago / Lac,Lake Ontario,18934.70
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503532,Northeast Arm - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503532/,157,157,Vermont,Grand Isle County,44.755,-73.3111,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-ER78M,ER78M,Great Lake,"Lake, Reservoir, Impoundment",4120200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-ER78M/,155,155,Ohio,Lake County,42.1167383,-81.2498986,USA-CAN,Lake / Lago / Lac,Lake Erie,25718.80
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-ER63,ER63,Great Lake,"Lake, Reservoir, Impoundment",4120200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-ER63/,151,151,Pennsylvania,Erie County,42.4170078,-79.8001262,USA-CAN,Lake / Lago / Lac,Lake Erie,25718.80
STORET,CEDEN,California State Water Resources Control Board,CEDEN-KL0004,Upper Klamath Lake at Wocus Bay-KL0004,Reservoir,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/CEDEN/CEDEN-KL0004/,150,150,Oregon,Klamath County,42.3262,-121.921,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,CEDEN,California State Water Resources Control Board,CEDEN-KL0002,Upper Klamath Lake at Pelican Marina-KL0002,Reservoir,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/CEDEN/CEDEN-KL0002/,149,149,Oregon,Klamath County,42.2416,-121.823,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,CEDEN,California State Water Resources Control Board,CEDEN-KL0007,Upper Klamath Lake at Shoalwater Bay-KL0007,Reservoir,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/CEDEN/CEDEN-KL0007/,146,146,Oregon,Klamath County,42.4071,-121.964,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,CEDEN,California State Water Resources Control Board,CEDEN-KL0008,Upper Klamath Lake at Mid North-KL0008,Reservoir,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/CEDEN/CEDEN-KL0008/,146,146,Oregon,Klamath County,42.4412,-122,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,CEDEN,California State Water Resources Control Board,CEDEN-KL0003,Upper Klamath Lake at North Buck Island-KL0003,Reservoir,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/CEDEN/CEDEN-KL0003/,145,145,Oregon,Klamath County,42.3082,-121.857,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,CEDEN,California State Water Resources Control Board,CEDEN-KL0009,Upper Klamath Lake at Coon Point-KL0009,Reservoir,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/CEDEN/CEDEN-KL0009/,142,142,Oregon,Klamath County,42.4356,-122.029,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,CEDEN,California State Water Resources Control Board,CEDEN-KL0005,Upper Klamath Lake at Mid Lake-KL0005,Reservoir,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/CEDEN/CEDEN-KL0005/,141,141,Oregon,Klamath County,42.3689,-121.85,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,CEDEN,California State Water Resources Control Board,CEDEN-KL0006,Upper Klamath Lake at Eagle Ridge-KL0006,Reservoir,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/CEDEN/CEDEN-KL0006/,141,141,Oregon,Klamath County,42.4219,-121.944,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-10404,TOLEDO BND RES AT OLD RIVER,Reservoir,"Lake, Reservoir, Impoundment",12010004,https://www.waterqualitydata.us/provider/STORET/TCEQMAIN/TCEQMAIN-10404/,140,140,Texas,Newton County,31.1677,-93.5785,USA,Reservoir / Embalse / Reservoir,Toledo Bend Reservoir,636.72
STORET,21FLSJWM,St.  Johns Water Management District (Florida),21FLSJWM-LAG,LAKE GEORGE AT M 9,Lake,"Lake, Reservoir, Impoundment",3080101,https://www.waterqualitydata.us/provider/STORET/21FLSJWM/21FLSJWM-LAG/,130,260,Florida,Volusia County,29.25495,-81.5911667,USA,Lake / Lago / Lac,Lake George,214.29
STORET,21MICH_WQX,Michigan DEQ,21MICH_WQX-060062,SAGINAW BAY ABOUT 9.5 MI.S.E.AU GRES RIVER MOUTH,Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/21MICH_WQX/21MICH_WQX-060062/,130,130,Michigan,Arenac County,43.94167,-83.623892,USA,Lake / Lago / Lac,Lake Huron (Saginaw Bay),2976.93
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503533,Northeast Arm - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503533/,130,130,Vermont,Franklin County,44.7583,-73.2211,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-ER36,ER36,Great Lake,"Lake, Reservoir, Impoundment",4120200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-ER36/,129,129,Ohio,Lake County,41.9369946,-81.4790227,USA-CAN,Lake / Lago / Lac,Lake Erie,25718.80
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503528,Northeast Arm - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503528/,129,129,Vermont,Grand Isle County,44.6647,-73.3033,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-ER43,ER43,Great Lake,"Lake, Reservoir, Impoundment",4120200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-ER43/,128,128,Ohio,Cuyahoga County,41.8065243,-81.945008,USA-CAN,Lake / Lago / Lac,Lake Erie,25718.80
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-ER73,ER73,Great Lake,"Lake, Reservoir, Impoundment",4120200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-ER73/,127,127,Ohio,Cuyahoga County,41.9776925,-81.7569617,USA-CAN,Lake / Lago / Lac,Lake Erie,25718.80
STORET,21MICH_WQX,Michigan DEQ,21MICH_WQX-320188,SAGINAW BAY ABOUT 9 MILES NORTH NORTHWEST SEBEWAING HARBOR,Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/21MICH_WQX/21MICH_WQX-320188/,127,127,Michigan,Huron County,43.846948,-83.562505,USA,Lake / Lago / Lac,Lake Huron (Saginaw Bay),2976.93
STORET,21MICH_WQX,Michigan DEQ,21MICH_WQX-790134,SAGINAW BAY ABOUT 9 MI.W.S.W.SEBEWAING HARBOR,Lake,"Lake, Reservoir, Impoundment",4240002,https://www.waterqualitydata.us/provider/STORET/21MICH_WQX/21MICH_WQX-790134/,127,127,Michigan,Tuscola County,43.738337,-83.640837,USA,Lake / Lago / Lac,Lake Huron (Saginaw Bay),2976.93
STORET,21MICH_WQX,Michigan DEQ,21MICH_WQX-090252,SAGINAW BAY ABOUT 2.5 MILE NORTH OF SAGINAW RIVER MOUTH,Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/21MICH_WQX/21MICH_WQX-090252/,126,126,Michigan,Bay County,43.684726,-83.84306,USA,Lake / Lago / Lac,Lake Huron (Saginaw Bay),2976.93
STORET,21MICH_WQX,Michigan DEQ,21MICH_WQX-320189,WILDFOWL BAY ABOUT 2.5 MILES NORTH NORTHWEST BAYPORT HARBOR,Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/21MICH_WQX/21MICH_WQX-320189/,126,126,Michigan,Huron County,43.883337,-83.393059,USA,Lake / Lago / Lac,Lake Huron (Saginaw Bay),2976.93
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-SS-05,Lake Michigan near South Shore WRF Outfall,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-SS-05/,125,125,Wisconsin,Milwaukee County,42.8938327,-87.8413334,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-SS-06,Lake Michigan near South Shore WRF Outfall,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-SS-06/,125,125,Wisconsin,Milwaukee County,42.8938327,-87.8340004,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-SS-08,Lake Michigan near South Shore WRF Outfall,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-SS-08/,125,125,Wisconsin,Milwaukee County,42.8884997,-87.8413334,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-SS-09,Lake Michigan near South Shore WRF Outfall,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-SS-09/,125,125,Wisconsin,Milwaukee County,42.8884997,-87.8340004,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,21FLSJWM,St.  Johns Water Management District (Florida),21FLSJWM-NLA,LAKE APOPKA NORTH,Lake,"Lake, Reservoir, Impoundment",3080102,https://www.waterqualitydata.us/provider/STORET/21FLSJWM/21FLSJWM-NLA/,123,246,Florida,Orange County,28.6617222,-81.6046944,USA,Lake / Lago / Lac,Lake Apopka,124.66
STORET,21FLSJWM,St.  Johns Water Management District (Florida),21FLSJWM-SLA,Lk Apopka east of Apopka Spg mouth of Gourd,Lake,"Lake, Reservoir, Impoundment",3080102,https://www.waterqualitydata.us/provider/STORET/21FLSJWM/21FLSJWM-SLA/,122,244,Florida,Orange County,28.5674444,-81.6506111,USA,Lake / Lago / Lac,Lake Apopka,124.66
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-ER32,ER32,Great Lake,"Lake, Reservoir, Impoundment",4120200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-ER32/,122,122,Ohio,Lake County,42.0816057,-81.0118507,USA-CAN,Lake / Lago / Lac,Lake Erie,25718.80
STORET,21MICH_WQX,Michigan DEQ,21MICH_WQX-090250,SAGINAW BAY ABOUT 8 MILE EAST OF PINCONNING RIVER,Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/21MICH_WQX/21MICH_WQX-090250/,122,122,Michigan,Bay County,43.838059,-83.792781,USA,Lake / Lago / Lac,Lake Huron (Saginaw Bay),2976.93
STORET,TCEQMAIN,Texas Commission on Environmental Quality,TCEQMAIN-15169,RICHLAND-CHAMBERS RESERVOIR,Reservoir,"Lake, Reservoir, Impoundment",12030108,https://www.waterqualitydata.us/provider/STORET/TCEQMAIN/TCEQMAIN-15169/,121,121,Texas,Navarro County,31.9744,-96.1915,USA,Reservoir / Embalse / Reservoir,Richland Chambers Reservoir,169.14
